project,textid,sender_city,genre
borsippa,P404837,,Legal
borsippa,P521533,,Legal
borsippa,P521599,,Administrative
borsippa,P521643,,Legal
borsippa,P521598,,Legal
borsippa,P521628,,Legal
borsippa,P521574,,Administrative
borsippa,P521625,,Legal
borsippa,P521612,,Legal
borsippa,P521534,,Legal
borsippa,P521518,,Administrative
borsippa,P521517,,Administrative
borsippa,P521668,,Administrative
borsippa,P521633,,Legal
borsippa,P521559,,Legal
borsippa,P521561,,Legal
borsippa,P521618,,Legal
borsippa,P375274,,Legal
borsippa,P521506,,Legal
borsippa,P521583,,Administrative
borsippa,P521568,,Administrative
borsippa,P521565,,Legal
borsippa,P521502,,Legal
borsippa,P521512,,Legal
borsippa,P521674,,Administrative
borsippa,P521571,,Administrative
borsippa,P404862,,Legal
borsippa,P404846,,Legal
borsippa,P521615,,Legal
borsippa,P521642,,Legal
borsippa,P404844,,Legal
borsippa,P521539,,Legal
borsippa,P521637,,Administrative
borsippa,P521520,,Legal
borsippa,P413429,,Legal
borsippa,P404852,,Legal
borsippa,P521552,,Legal
borsippa,P521550,,Legal
borsippa,P521537,,Legal
borsippa,P521672,,Legal
borsippa,P521632,,Legal
borsippa,P521670,,Legal
borsippa,P521536,,Legal
borsippa,P404855,,Legal
borsippa,P521504,,Legal
borsippa,P521601,,Legal
borsippa,P404848,,Legal
borsippa,P521609,,Legal
borsippa,P521514,,Legal
borsippa,P521503,,Legal
borsippa,P404840,,Legal
borsippa,P521544,,Legal
borsippa,P521528,,Legal
borsippa,P521545,,Legal
borsippa,P521621,,Legal
borsippa,P202948,,Legal
btto,P395493,,Lexical
btto,P401179,,Lexical
btto,P425707,,Lexical
btto,X086032,,Lexical
btto,P285954,,Lexical
btto,P395011,,Lexical
btto,P451536,,Lexical
btto,P479222,,Lexical
btto,X987003,,Lexical
btto,P479220,,Lexical
btto,P479212,,Lexical
btto,P373910,,Lexical
btto,P479215,,Lexical
btto,P397665,,Lexical
btto,X086033,,Lexical
btto,P452156,,Lexical
btto,P479234,,Lexical
btto,P395452,,Lexical
btto,P479218,,Lexical
btto,P285518,,Lexical
btto,P479205,,Lexical
btto,P450798,,Lexical
btto,P401275,,Lexical
btto,P423559,,Lexical
btto,P479227,,Lexical
btto,X086030,,Lexical
btto,P479221,,Lexical
btto,P479207,,Lexical
btto,P479208,,Lexical
btto,P450797,,Lexical
btto,P423560,,Lexical
btto,P479219,,Lexical
btto,X086029,,Lexical
btto,P479213,,Lexical
btto,P396206,,Lexical
btto,P450761,,Lexical
btto,P418949,,Lexical
btto,P479223,,Lexical
btto,P479231,,Lexical
btto,P370392,,Lexical
btto,P479230,,Lexical
btto,P395536,,Lexical
btto,P404337,,Lexical
btto,P239213,,Lexical
btto,X086027,,Lexical
btto,P479235,,Lexical
btto,P285561,,Lexical
btto,P479214,,Lexical
btto,P479203,,Lexical
btto,P399594,,Lexical
btto,P247829,,Lexical
btto,P423637,,Lexical
btto,P479204,,Lexical
btto,P479232,,Lexical
btto,P479229,,Lexical
btto,P285520,,Lexical
btto,P425334,,Lexical
btto,P285560,,Lexical
btto,P286040,,Lexical
btto,X086034,,Lexical
btto,P395424,,Lexical
btto,P479211,,Lexical
btto,P461129,,Lexical
btto,P425333,,Lexical
btto,P238333,,Lexical
btto,X086028,,Lexical
btto,P404315,,Lexical
btto,P425458,,Lexical
btto,P479209,,Lexical
btto,P285519,,Lexical
btto,P414349,,Lexical
btto,P423638,,Lexical
btto,P394767,,Lexical
btto,P394800,,Lexical
btto,P479210,,Lexical
btto,P479233,,Lexical
btto,P479228,,Lexical
btto,P479206,,Lexical
cams-barutu,P240196,,
cams-barutu,P240212,,
cams-gkab,P348485,,Medical
cams-gkab,P363686,,Astrological
cams-gkab,P363488,,Omen
cams-gkab,P348761,,Astronomical
cams-gkab,P348675,,Incantation-Ritual
cams-gkab,P348620,,Incantation-Ritual
cams-gkab,P338686,,School
cams-gkab,P348861,,Medical
cams-gkab,P338342,,Literary
cams-gkab,P348895,,Legal
cams-gkab,P363502,,Omen
cams-gkab,P273200,,Literary
cams-gkab,P363354,,Scholarly
cams-gkab,P338598,,Incantation-Ritual
cams-gkab,P363272,,Incantation-Ritual
cams-gkab,P363571,,Incantation-Ritual
cams-gkab,P342191,,Legal
cams-gkab,P363347,,Astronomical
cams-gkab,P348645,,Omen
cams-gkab,P338714,,Uncertain
cams-gkab,P363420,,Omen
cams-gkab,P363676,,Omen
cams-gkab,P348877,,Legal
cams-gkab,P348882,,Legal
cams-gkab,P348806,,Medical
cams-gkab,P348809,,Legal
cams-gkab,P348742,,Omen
cams-gkab,P348547,,Lexical
cams-gkab,P338367,,Administrative
cams-gkab,P338499,,Literary
cams-gkab,P348838,,Literary
cams-gkab,P342169,,Administrative
cams-gkab,P363469,,Hemerological
cams-gkab,P363702,,Astronomical
cams-gkab,P363421,,Omen
cams-gkab,P363441,,Omen
cams-gkab,P363581,,Hymn-Prayer
cams-gkab,P348513,,Omen
cams-gkab,P348878,,School
cams-gkab,P273163,,Literary
cams-gkab,P338336,,Literary
cams-gkab,P363348,,Astronomical
cams-gkab,P363472,,Hemerological
cams-gkab,P348867,,Legal
cams-gkab,P348888,,Legal
cams-gkab,P348748,,Medical
cams-gkab,P363344,,Omen
cams-gkab,P348609,,Incantation-Ritual
cams-gkab,P348554,,Legal
cams-gkab,P363461,,Omen
cams-gkab,P363457,,Omen
cams-gkab,P338379,,Hymn-Prayer
cams-gkab,P342426,,Legal
cams-gkab,P363424,,Omen
cams-gkab,P348646,,Omen
cams-gkab,P338578,,Incantation-Ritual
cams-gkab,P363346,,Astrological
cams-gkab,P348831,,Incantation-Ritual
cams-gkab,P348757,,Hemerological
cams-gkab,P348871,,Legal
cams-gkab,P254387,,Mathematical
cams-gkab,P338452,,Hymn-Prayer
cams-gkab,P338359,,Literary
cams-gkab,P273248,,Literary
cams-gkab,P363407,,Incantation-Ritual
cams-gkab,P338340,,Literary
cams-gkab,P387481,,Legal
cams-gkab,P363430,,Omen
cams-gkab,P338600,,Medical
cams-gkab,P348872,,Legal
cams-gkab,P363352,,Historical
cams-gkab,P363274,,Incantation-Ritual
cams-gkab,P363687,,Astrological
cams-gkab,P363593,,Hymn-Prayer
cams-gkab,P348869,,Legal
cams-gkab,P363278,,Incantation-Ritual
cams-gkab,P348706,,Omen
cams-gkab,P338613,,Medical
cams-gkab,P348769,,Mathematical
cams-gkab,P363419,,Omen
cams-gkab,P363467,,Hemerological
cams-gkab,P348758,,Hemerological
cams-gkab,P363614,,Literary
cams-gkab,P348850,,Omen
cams-gkab,P342181,,Legal
cams-gkab,P348674,,Incantation-Ritual
cams-gkab,P348673,,Incantation-Ritual
cams-gkab,P363580,,Hymn-Prayer
cams-gkab,P348857,,Astronomical
cams-gkab,P342173,,Legal
cams-gkab,P348894,,Legal
cams-gkab,X900003,,Legal
cams-gkab,P363547,,Incantation-Ritual
cams-gkab,P363360,,Scholarly
cams-gkab,P363459,,Omen
cams-gkab,P363416,,Omen
cams-gkab,P342180,,Legal
cams-gkab,P348837,,Incantation-Ritual
cams-gkab,P342177,,Legal
cams-gkab,P348692,,Omen
cams-gkab,P338327,,Literary
cams-gkab,P338654,,Omen
cams-gkab,P348650,,Omen
cams-gkab,P363525,,Hymn-Prayer
cams-gkab,P363458,,Omen
cams-gkab,P348776,,Lexical
cams-gkab,P348840,,Medical
cams-gkab,P363456,,Omen
cams-gkab,P348899,,Mathematical
cams-gkab,P363704,,Mathematical
cams-gkab,P348833,,Incantation-Ritual
cams-gkab,P338358,,Literary
cams-gkab,P348880,,Legal
cams-gkab,P348892,,Legal
cams-gkab,P363465,,Hemerological
cams-gkab,P363462,,Omen
cams-gkab,P348476,,Medical
cams-gkab,P363471,,Hemerological
cams-gkab,P363447,,Omen
cams-gkab,P348749,,Omen
cams-gkab,P348710,,Medical
cams-gkab,P348681,,Hymn-Prayer
cams-gkab,P342172,,Administrative
cams-gkab,P338324,,Literary
cams-gkab,P348502,,Omen
cams-gkab,P363418,,Omen
cams-gkab,X900001,,Legal
cams-gkab,P363508,,Incantation-Ritual
cams-gkab,P338429,,Incantation-Ritual
cams-gkab,P363340,,Omen
cams-gkab,P342182,,Legal
cams-gkab,P348868,,Legal
cams-gkab,P348660,,Legal
cams-gkab,P338334,,Literary
cams-gkab,P363712,,Incantation-Ritual
cams-gkab,P348825,,Incantation-Ritual
cams-gkab,P338610,,Medical
cams-gkab,P338349,,Literary
cams-gkab,P338646,,Astronomical
cams-gkab,P348460,,Omen
cams-gkab,P363489,,Omen
cams-gkab,P348482,,Medical
cams-gkab,P348845,,Omen
cams-gkab,P363333,,Omen
cams-gkab,P348855,,Astronomical
cams-gkab,P348746,,Medical
cams-gkab,P338607,,Medical
cams-gkab,P363425,,Omen
cams-gkab,P363431,,Omen
cams-gkab,P348659,,Legal
cams-gkab,P348456,,Omen
cams-gkab,P348619,,Incantation-Ritual
cams-gkab,P348475,,Medical
cams-gkab,P348652,,Omen
cams-gkab,P348822,,Incantation-Ritual
cams-gkab,P363439,,Omen
cams-gkab,P348430,,Incantation-Ritual
cams-gkab,P338636,,Omen
cams-gkab,P363466,,Hemerological
cams-gkab,P342170,,Administrative
cams-gkab,X001001,,Astrological
cams-gkab,P338425,,Medical
cams-gkab,P348753,,Omen
cams-gkab,P342184,,Legal
cams-gkab,P348617,,Incantation-Ritual
cams-gkab,P348843,,Omen
cams-gkab,P363353,,Scholarly
cams-gkab,P338628,,Astronomical
cams-gkab,P348866,,Legal
cams-gkab,X900000,,Hymn-Prayer
cams-gkab,P348881,,Legal
cams-gkab,P348662,,Literary
cams-gkab,P348491,,Omen
cams-gkab,P348549,,Legal
cams-gkab,P348484,,Medical
cams-gkab,P338318,,Literary
cams-gkab,P338331,,Literary
cams-gkab,P348468,,Medical
cams-gkab,P363454,,Omen
cams-gkab,P348713,,Lexical
cams-gkab,P363670,,Administrative
cams-gkab,P415763,,Omen
cams-gkab,P363269,,Incantation-Ritual
cams-gkab,P348876,,Legal
cams-gkab,P348478,,Medical
cams-gkab,P348683,,Incantation-Ritual
cams-gkab,P363429,,Omen
cams-gkab,P338720,,Legal
cams-gkab,P348705,,Omen
cams-gkab,P348873,,Legal
cams-gkab,P363444,,Letter
cams-gkab,P348874,,Legal
cams-gkab,P348658,,Legal
cams-gkab,P363428,,Omen
cams-gkab,P348856,,Astronomical
cams-gkab,P348756,,Hemerological
cams-gkab,P338356,,Literary
cams-gkab,P338317,,Literary
cams-gkab,P348473,,Medical
cams-gkab,P348680,,Hymn-Prayer
cams-gkab,P363455,,Omen
cams-gkab,P348522,,Mathematical
cams-gkab,P363326,,Omen
cams-gkab,P348896,,Legal
cams-gkab,P348729,,Incantation-Ritual
cams-gkab,P348875,,Legal
cams-gkab,P363685,,Astrological
cams-gkab,P363270,,Incantation-Ritual
cams-gkab,P348853,,Astronomical
cams-gkab,P342176,,Legal
cams-gkab,P338603,,Medical
cams-gkab,P363342,,Astrological
cams-gkab,P348737,,Omen
cams-gkab,P363714,,Incantation-Ritual
cams-gkab,P363328,,Omen
cams-gkab,P338651,,Astronomical
cams-gkab,P348625,,Incantation-Ritual
cams-gkab,P338322,,Literary
cams-gkab,P363361,,Scholarly
cams-gkab,P348551,,Legal
cams-gkab,P338411,,Omen
cams-gkab,P348424,,Literary
cams-gkab,P273250,,Literary
cams-gkab,P348890,,Legal
cams-gkab,P338325,,Literary
cams-gkab,P348621,,Incantation-Ritual
cams-gkab,P363417,,Omen
cams-gkab,P338339,,Literary
cams-gkab,P296512,,Scholarly
cams-gkab,P342190,,Legal
cams-gkab,P348494,,Omen
cams-gkab,P338554,,Incantation-Ritual
cams-gkab,P348431,,Incantation-Ritual
cams-gkab,P363334,,Omen
cams-gkab,P338611,,Medical
cams-gkab,P363426,,Omen
cams-gkab,P338360,,Historical
cams-gkab,P348750,,Omen
cams-gkab,P338653,,Astronomical
cams-gkab,P348883,,Legal
cams-gkab,P348858,,Astrological
cams-gkab,P338361,,Historical
cams-gkab,P348461,,Omen
cams-gkab,P363411,,Scholarly
cams-gkab,P348519,,Astronomical
cams-gkab,P363453,,Omen
cams-gkab,P348509,,Omen
cams-gkab,P363273,,Incantation-Ritual
cams-gkab,P363541,,Incantation-Ritual
cams-gkab,P348759,,Hemerological
cams-gkab,P348768,,Mathematical
cams-gkab,P348738,,Omen
cams-gkab,P348626,,Incantation-Ritual
cams-gkab,X900002,,Legal
cams-gkab,P363694,,Astronomical
cams-gkab,P348736,,Omen
cams-gkab,P348520,,Astronomical
cams-gkab,P348521,,Astronomical
cams-gkab,P363473,,Hemerological
cams-gkab,P338622,,Omen
cams-gkab,P296523,,Incantation-Ritual
cams-gkab,P363452,,Omen
cams-gkab,P342193,,Uncertain
cams-gkab,P363423,,Omen
cams-gkab,P348747,,Medical
cams-gkab,P363271,,Incantation-Ritual
cams-gkab,P363448,,Omen
cams-gkab,P348457,,Omen
cams-gkab,P338715,,Medical
cams-gkab,P363577,,Incantation-Ritual
cams-gkab,P363491,,Omen
cams-gkab,P348770,,Mathematical
cams-gkab,P348512,,Omen
cams-gkab,P363446,,Omen
cams-gkab,P348511,,Omen
cams-gkab,P348863,,School
cams-gkab,P348730,,Incantation-Ritual
cams-gkab,P348842,,Omen
cams-gkab,P363507,,Incantation-Ritual
cams-gkab,P348622,,Incantation-Ritual
cams-gkab,P338648,,Astronomical
cams-gkab,P338672,,Astronomical
cams-gkab,P348629,,Incantation-Ritual
cams-gkab,P247890,,Omen
cams-gkab,P392620,,Omen
cams-gkab,P363450,,Omen
cams-gkab,P348885,,Legal
cams-gkab,P363468,,Hemerological
cams-gkab,P348865,,Legal
cams-gkab,P363422,,Omen
cams-gkab,P273162,,Literary
cams-gkab,P338321,,Literary
cams-gkab,P363277,,Incantation-Ritual
cams-gkab,P363713,,Incantation-Ritual
cams-gkab,P363343,,Astrological
cams-gkab,P363436,,Omen
cams-gkab,P348641,,Omen
cams-gkab,P348898,,Mathematical
cams-gkab,P338652,,Astronomical
cams-gkab,P274560,,Lexical
cams-gkab,P338555,,Incantation-Ritual
cams-gkab,P342427,,Legal
cams-gkab,P348454,,Omen
cams-gkab,P338550,,Incantation-Ritual
cams-gkab,P348728,,Incantation-Ritual
cams-gkab,P338378,,Hymn-Prayer
cams-gkab,P363451,,Omen
cams-gkab,P342192,,Legal
cams-gkab,P348820,,Incantation-Ritual
cams-gkab,P348886,,Legal
cams-gkab,P348760,,Astrological
cams-gkab,P348647,,Omen
cams-gkab,P348695,,Omen
cams-gkab,P348634,,Scholarly
cams-gkab,P338323,,Literary
cams-gkab,P338612,,Medical
cams-gkab,P348893,,Legal
cams-gkab,P363442,,Astronomical
cams-gkab,P338462,,Incantation-Ritual
cams-gkab,P342188,,Legal
cams-gkab,P338442,,Hymn-Prayer
cams-gkab,P338365,,Historical
cams-gkab,P348523,,Mathematical
cams-gkab,P348654,,Astrological
cams-gkab,P348653,,Incantation-Ritual
cams-gkab,P348834,,Incantation-Ritual
cams-gkab,P348518,,Astrological
cams-gkab,P363359,,Hemerological
cams-gkab,P338675,,Literary
cams-gkab,P348486,,Medical
cams-gkab,P342171,,Administrative
cams-gkab,P338619,,Hemerological
cams-gkab,P348627,,Incantation-Ritual
cams-gkab,P363582,,Hymn-Prayer
cams-gkab,P363490,,Omen
cams-gkab,P363351,,Mathematical
cams-gkab,P348751,,Omen
cams-gkab,P363394,,Legal
cams-gkab,P348459,,Omen
cams-gkab,P348463,,Omen
cams-gkab,P348503,,Omen
cams-gkab,P348618,,Incantation-Ritual
cams-gkab,P338373,,Hymn-Prayer
cams-gkab,P363449,,Omen
cams-gkab,P363509,,Incantation-Ritual
cams-gkab,P348467,,Medical
cams-gkab,P348438,,Incantation-Ritual
cams-gkab,P348497,,Omen
cams-gkab,P363487,,Omen
cams-gkab,P363572,,Incantation-Ritual
cams-gkab,P348451,,Omen
cams-gkab,P274497,,Lexical
cams-gkab,P348479,,Medical
cams-gkab,P338328,,Literary
cams-gkab,P348860,,Medical
cams-gkab,P348839,,Uncertain
cams-gkab,P338564,,Incantation-Ritual
cams-gkab,P342194,,Legal
cams-gkab,P348808,,Legal
cams-gkab,P338656,,Scholarly
cams-gkab,P348474,,Medical
cams-gkab,P363615,,Literary
cams-gkab,P338401,,Incantation-Ritual
cams-gkab,P348854,,Astronomical
cams-gkab,P388071,,Administrative
cams-gkab,P348884,,Legal
cams-gkab,P338492,,Incantation-Ritual
cams-gkab,P254386,,Mathematical
cams-gkab,P348616,,Hymn-Prayer
cams-gkab,P363325,,Omen
cams-gkab,P338557,,Incantation-Ritual
cams-gkab,P348499,,Omen
cams-gkab,P348440,,Incantation-Ritual
cams-gkab,P363523,,Hymn-Prayer
cams-gkab,P363500,,Omen
cams-gkab,P348455,,Omen
cams-gkab,P348773,,Lexical
cams-gkab,P338344,,Literary
cams-gkab,P348752,,Scholarly
cams-gkab,P363339,,Omen
cams-gkab,P363722,,Incantation-Ritual
cams-gkab,P348488,,Medical
cams-gkab,P348864,,School
cams-gkab,P363524,,Hymn-Prayer
cams-gkab,P348777,,School
cams-gkab,P348628,,Incantation-Ritual
cams-gkab,P342187,,Legal
cams-gkab,P348691,,Omen
cams-gkab,P348699,,Omen
cams-gkab,P296518,,Omen
cams-gkab,P363345,,Astrological
cams-gkab,P348707,,Omen
cams-gkab,P363440,,Omen
cams-gkab,P348889,,Legal
cams-gkab,P342185,,Legal
cams-gkab,P430090,,Mathematical
cams-gkab,P348774,,Lexical
cams-gkab,P363350,,Astronomical
cams-gkab,P348483,,Medical
cams-gkab,P348848,,Omen
cams-gkab,P348897,,Legal
cams-gkab,P342189,,Legal
cams-gkab,P348712,,Lexical
cams-gkab,P338364,,Historical
cams-gkab,P342183,,Legal
cams-gkab,P348821,,Incantation-Ritual
cams-gkab,P363463,,Omen
cams-gkab,P338617,,Hemerological
cams-gkab,P348448,,Omen
cams-gkab,P348458,,Omen
cams-gkab,P348763,,Astronomical
cams-gkab,P273249,,Literary
cams-gkab,P369109,,Incantation-Ritual
cams-gkab,P348693,,Omen
cams-gkab,P342179,,Legal
cams-gkab,P348717,,Literary
cams-gkab,P348655,,Medical
cams-gkab,P348636,,Historical
cams-gkab,P338366,,Administrative
cams-gkab,P348870,,Legal
cams-gkab,P338345,,Literary
cams-gkab,P348851,,Omen
cams-gkab,P338385,,Hymn-Prayer
cams-gkab,P363695,,Astronomical
cams-gkab,P348471,,Medical
cams-gkab,P338644,,Omen
cams-gkab,P363470,,Hemerological
cams-gkab,P348891,,Legal
cams-gkab,P338601,,Medical
cams-gkab,P348682,,Hymn-Prayer
cams-gkab,P363443,,Astronomical
cams-gkab,P348422,,Literary
cams-gkab,P338719,,Administrative
cams-gkab,P342186,,Legal
cams-ludlul,P338350,,
cams-ludlul,P369089,,
cams-ludlul,P394033,,
cams-ludlul,P404880,,
cams-ludlul,P404973,,
cams-ludlul,P404972,,
cams-ludlul,P395335,,
cams-ludlul,P382528,,
cams-ludlul,P404902,,
cams-ludlul,P338437,,
cams-ludlul,P404961,,
cams-ludlul,P404919,,
cams-ludlul,P347243,,
cams-ludlul,P247823,,
cams-ludlul,P404964,,
cams-ludlul,P404910,,
cams-ludlul,P338349,,
cams-ludlul,P404881,,
cams-ludlul,P404900,,
cams-ludlul,P348934,,
cams-ludlul,P396913,,
cams-ludlul,P404977,,
cams-ludlul,P404893,,
cams-ludlul,P404976,,
cams-ludlul,P404913,,
cams-ludlul,P381794,,
cams-ludlul,P394482,,
cams-ludlul,P369143,,
cams-ludlul,P404980,,
cams-ludlul,P398719,,
cams-ludlul,P397986,,
cams-ludlul,P404918,,
cams-ludlul,P398276,,
cams-ludlul,P363615,,
cams-ludlul,P369003,,
cams-ludlul,P404901,,
cams-ludlul,P394923,,
cams-ludlul,P369002,,
cams-ludlul,P394941,,
cams-ludlul,P404916,,
cams-ludlul,P382529,,
cams-ludlul,P381770,,
cams-ludlul,P404888,,
cams-tlab,X800008,,administrative record
cams-tlab,X800004,,scholarly work
cams-tlab,X800010,,administrative record
cams-tlab,X800003,,royal inscription
cams-tlab,X800006,,administrative record
cams-tlab,X800002,,scholarly work
cams-tlab,X800007,,administrative record
cams-tlab,X800005,,administrative record
cams-tlab,X800009,,administrative record
caspo-akkpm,P338383,,
caspo-akkpm,P451997,,
caspo-akkpm,P237924,,
caspo-akkpm,P523274,,
caspo-akkpm,P523270,,
caspo-akkpm,P523275,,
caspo-akkpm,P394371,,
caspo-akkpm,P523269,,
caspo-akkpm,P523273,,
caspo-akkpm,P523271,,
caspo-akkpm,P499184,,
caspo-akkpm,P523272,,
caspo,P394918,,Prayer/Incantation
caspo,P398898,,
caspo,P424619,,
caspo,P394971,,Prayer/Incantation
caspo,P413971,,Literary
caspo,P369040,,Literary
caspo,P397924,,Prayer/Incantation
caspo,P395008,,Prayer/Incantation
caspo,P348682,,
caspo,P338373,,
caspo,P480790,,Prayer/Incantation
caspo,P394982,,
caspo,P338378,,
caspo,P283536,,Ritual
caspo,P402311,,
caspo,P480763,,Prayer/Incantation
caspo,P399407,,
caspo,P397372,,Prayer/Incantation
caspo,P394195,,Prayer/Incantation
caspo,P396939,,
caspo,P413963,,Literary
caspo,P413973,,Literary
caspo,P394705,,
caspo,P413970,,Literary
caspo,P396461,,
caspo,P400938,,
caspo,P413958,,Literary
caspo,P338377,,
caspo,P394688,,Prayer/Incantation
caspo,P395002,,
caspo,P397764,,
caspo,P398391,,Prayer/Incantation
caspo,P396802,,Prayer/Incantation
caspo,P397532,,Prayer/Incantation
caspo,P426430,,
caspo,P394962,,Prayer/Incantation
caspo,P400230,,
caspo,P393803,,Prayer/Incantation
caspo,P480752,,Ritual
caspo,P394642,,Prayer/Incantation
caspo,P402764,,
caspo,P480750,,Ritual
caspo,P396937,,
caspo,P384982,,
caspo,P425779,,
caspo,P480753,,Ritual
caspo,P413967,,Literary
caspo,P397828,,
caspo,P413961,,Literary
caspo,P395889,,
caspo,P425007,,
caspo,P425453,,Prayer/Incantation
caspo,P400250,,Prayer/Incantation
caspo,P369214,,Literary
caspo,P453575,,Literary
caspo,P425393,,
caspo,P413951,,Literary
caspo,P425889,,
caspo,P237223,,
caspo,P426307,,
caspo,P397840,,
caspo,P480772,,Prayer/Incantation
caspo,P363581,,Prayer/Incantation
caspo,P363583,,Prayer/Incantation
caspo,P480748,,Ritual
caspo,P397501,,Prayer/Incantation
caspo,P402446,,
caspo,P413953,,Literary
caspo,P413950,,Literary
caspo,P452504,,Prayer/Incantation
caspo,P394506,,
caspo,P395053,,
caspo,P401721,,
caspo,P393765,,Prayer/Incantation
caspo,P425755,,
caspo,P394959,,Prayer/Incantation
caspo,P413964,,Literary
caspo,P401539,,
caspo,P397772,,
caspo,P398458,,
caspo,P396615,,
caspo,P480773,,Prayer/Incantation
caspo,P338385,,
caspo,P394511,,Prayer/Incantation
caspo,P369024,,Literary
caspo,P452711,,
caspo,P413954,,Literary
caspo,P369256,,Literary
caspo,P414042,,Literary
caspo,P240249,,
caspo,P370903,,
caspo,P401350,,
caspo,P393775,,
caspo,P400175,,
caspo,P394919,,Prayer/Incantation
caspo,P397497,,Prayer/Incantation
caspo,P369041,,Literary
caspo,P425646,,
caspo,P413962,,Literary
caspo,P365302,,Literary
caspo,P397902,,Prayer/Incantation
caspo,P413956,,Literary
caspo,P400534,,Prayer/Incantation
caspo,P397810,,Prayer/Incantation
caspo,P369106,,Literary
caspo,P369050,,Literary
caspo,P402275,,
caspo,P401368,,
caspo,P395010,,
caspo,P394381,,Prayer/Incantation
caspo,P400144,,
caspo,P348681,,
caspo,P395020,,
caspo,P397419,,
caspo,P413955,,Literary
caspo,P397923,,
caspo,P402140,,
caspo,P396811,,
caspo,P397106,,Prayer/Incantation
caspo,P396085,,
caspo,P393721,,Prayer/Incantation
caspo,P401954,,
caspo,P398642,,
caspo,P414072,,Literary
caspo,P400939,,
caspo,P413969,,Literary
caspo,P397838,,
caspo,P394152,,
caspo,P363722,,Ritual
caspo,P393771,,Prayer/Incantation
caspo,P452899,,Prayer/Incantation
caspo,P394701,,Prayer/Incantation
caspo,P396503,,Prayer/Incantation
caspo,P480756,,Prayer/Incantation
caspo,P413966,,Literary
caspo,P397768,,Prayer/Incantation
caspo,P401712,,
caspo,P413957,,Literary
caspo,P397577,,
caspo,P369192,,Literary
caspo,P394934,,
caspo,P338452,,
caspo,P452538,,
caspo,P425716,,
caspo,P480760,,Prayer/Incantation
caspo,P369314,,Literary
caspo,P400689,,Prayer/Incantation
caspo,P363582,,Prayer/Incantation
caspo,P404498,,
caspo,P452956,,Scientific
caspo,P369308,,Literary
caspo,P394710,,Prayer/Incantation
caspo,P400441,,
caspo,P413943,,Literary
caspo,P394675,,Prayer/Incantation
caspo,P480812,,Prayer/Incantation
caspo,P395051,,Prayer/Incantation
caspo,P395006,,
caspo,P396704,,Prayer/Incantation
caspo,P480747,,Ritual
caspo,P395021,,Prayer/Incantation
caspo,P396808,,
caspo,P338387,,
caspo,P400603,,
caspo,P400171,,
caspo,P419851,,
caspo,P396760,,
caspo,P394464,,Prayer/Incantation
caspo,P239891,,
caspo,P363580,,Prayer/Incantation
caspo,P238568,,Prayer/Incantation
caspo,P394887,,Prayer/Incantation
caspo,P369037,,Literary
caspo,P397528,,
caspo,P402733,,
caspo,P394330,,
caspo,P395001,,
caspo,P402403,,
caspo,P395009,,
caspo,P396322,,
caspo,P394531,,Prayer/Incantation
caspo,P393796,,Prayer/Incantation
caspo,P394881,,Prayer/Incantation
caspo,P396845,,
caspo,P480749,,Ritual
caspo,P397231,,
caspo,P397435,,Prayer/Incantation
caspo,P348680,,
caspo,P398750,,Prayer/Incantation
caspo,P413923,,Literary
caspo,P397852,,
caspo,P402817,,
caspo,P480759,,Prayer/Incantation
caspo,P424816,,
caspo,P480762,,Prayer/Incantation
caspo,P338374,,
caspo,P396564,,
caspo,P394955,,
caspo,P400145,,
caspo,P402979,,
caspo,P399497,,Prayer/Incantation
caspo,P398438,,
caspo,P394706,,Prayer/Incantation
caspo,P425829,,
caspo,P397492,,Prayer/Incantation
caspo,P394946,,Prayer/Incantation
caspo,P400203,,Prayer/Incantation
caspo,P452366,,
caspo,P363596,,Prayer/Incantation
caspo,P413968,,Literary
caspo,P398574,,
caspo,P394690,,Prayer/Incantation
caspo,P338442,,
caspo,P394839,,Prayer/Incantation
caspo,P398671,,Prayer/Incantation
caspo,P402853,,
caspo,P413965,,Literary
caspo,P401429,,
caspo,P401979,,
caspo,P395590,,Prayer/Incantation
caspo,P338379,,
caspo,P452611,,
caspo,P363594,,Prayer/Incantation
caspo,P394385,,Prayer/Incantation
caspo,P399537,,
caspo,P348616,,
caspo,P480751,,Ritual
caspo,P369009,,Literary
caspo,P338369,,
caspo,P480755,,Prayer/Incantation
caspo,P396319,,Prayer/Incantation
caspo,P413952,,Literary
ccpo,P413991,,
ccpo,P400512,,
ccpo,P395191,,
ccpo,P369075,,
ccpo,P393722,,
ccpo,P237772,,
ccpo,P394184,,
ccpo,P395223,,
ccpo,P293337,,
ccpo,P399560,,
ccpo,P461061,,
ccpo,P500448,,
ccpo,P398793,,
ccpo,P426183,,
ccpo,P447968,,
ccpo,P393723,,
ccpo,P348502,,
ccpo,P363340,,
ccpo,P425538,,
ccpo,P294665,,
ccpo,P404068,,
ccpo,P470058,,
ccpo,P348475,,
ccpo,P348846,,
ccpo,P237395,,
ccpo,P237781,,
ccpo,P348468,,
ccpo,P394167,,
ccpo,P348739,,
ccpo,P345989,,
ccpo,P415763,,
ccpo,P348849,,
ccpo,P348705,,
ccpo,P404917,,
ccpo,P348473,,
ccpo,P433502,,
ccpo,P239214,,
ccpo,P237754,,
ccpo,P497442,,
ccpo,P348472,,
ccpo,P237394,,
ccpo,P369034,,
ccpo,P240195,,
